ï»¿userName,content,at,score
Irhamuddin Lubis,"['donwold', 'aplikasi', 'sedot', 'pulsa', 'donwold', 'iya']",17/01/2024 12:32,2
irman Lukmana,"['mantap', 'my', 'm3']",11/01/2024 08:55,5
Ramdan Alparuq,"['aplikasi', 'myim3', 'tidak', 'dibukaa', 'error']",20/01/2024 23:06,1
fitri fit,['oke'],10/01/2024 02:49,5
Adha anisa Icha,['keren'],10/01/2024 13:08,5
Prasetya Dwi prabowo,"['nomor', 'altf', 'slama', '4', '5', 'tau2', 'nomor', 'tidak', 'verifikasi', 'dasar', 'sampah']",26/01/2024 13:20,1
Jhon Sabam Ricard,"['sinyal', 'tidak', 'karuan', 'najis']",25/01/2024 07:18,1
AMARAH tube,"['jaring', 'min', 'broken', 'hari']",26/01/2024 13:39,1
Ali Fatah,"['aplikasi', 'bagus', 'manfaatnyaterima', 'kasih', 'myim3']",19/01/2024 22:48,5
Idahkresno wibowo,['bagus'],13/01/2024 05:08,5
Andi Andika,['bagus'],26/01/2024 03:18,5
Muhammad Tantowi,['bagus'],25/01/2024 09:59,5
Massky Kyyiyah,['ok'],17/01/2024 06:58,5
Aldi Aldi,['mantap'],31/01/2024 14:10,5
brian harry,"['jaring', 'gembellll']",26/01/2024 12:22,1
Asri Al Tsaqafat,"['bagus', 'guna']",23/01/2024 11:04,5
Fatimah,['bagus'],20/01/2024 10:28,4
Muhammad Hasan,"['indosat', 'aneh', 'ane', 'hutang', 'pulsa', '8000', 'ppn', '3200', 'pulsa', 'iya', 'tidak', 'masuk', 'tagih', 'iya', 'masuk', 'tuh', 'pulsa', 'iya', 'tidak bisa', 'dipake']",15/01/2024 15:26,1
Leji Saputra,"['mantap', 'kasih', 'kouta', 'iya', 'my', 'm3']",28/01/2024 01:44,5
CyberNC,"['baru', 'jelek', 'sinyal', 'hilang', 'disconnect', 'puluh', 'komplain', 'bilang', 'optimal', 'suruh', 'restart', 'seluler', 'ganti', 'mode', 'pesawat']",21/01/2024 14:49,1
Mira Astuti,"['bagus', 'aplikasi']",27/01/2024 06:31,5
Daeng Parecu,"['updet', 'gak', 'benar', 'aplikasi', 'cek', 'kuota', 'susah', 'sih', 'gampang', 'susah']",14/01/2024 09:34,1
Apay wiguna,"['paket', 'hilang', 'woii', 'gara', 'ganggu', 'malam']",27/01/2024 04:28,1
Supardi Sirath,"['im3', 'thumb', 'up']",15/01/2024 23:09,5
pratamaAdi saputra09,"['coba', 'bagus', 'bintang', 'nya']",22/01/2024 08:30,4
Rafasya Alfariq,"['sampurna', 'myim3', 'besst']",30/01/2024 18:35,5
Evi Maria,"['mudah', 'murah']",12/01/2024 01:57,5
Ananda Fachri (Mr.Nanda),"['kartu', 'error', 'edge', 'ngk', 'nyaman', 'pakai']",26/01/2024 13:41,1
Dholhank 01,[],15/01/2024 05:08,5
M Taslim Aziz,[],14/01/2024 02:56,5
Azis Purnomo,[],10/01/2024 12:32,4
Rio Rio,"['gmn', 'si', 'sinyal', 'lelet', 'banget', 'beli', 'kuota', 'ngeleh', 'hadeh']",20/01/2024 14:55,1
Aska Mobile,[],26/01/2024 06:30,5
Fajri Fajar,"['isi', 'kuota', 'gak', 'kode', 'mmi', 'terussssss', 'baik']",18/01/2024 10:13,5
Uro Military Store,"['jaring', 'lelet', 'mau', 'biarin', 'gituh', 'tidak', 'pengaruh', 'beli', 'paket', 'mahal']",28/01/2024 12:23,1
Acep Dika Zulfikar,"['tidak', 'buka']",16/01/2024 08:14,1
Ristin Lestari,"['gak', 'buka']",13/01/2024 12:10,1
Jagung Ayu,['ok'],24/01/2024 22:39,5
Syahrul Maliki,[],24/01/2024 08:24,4
Suatu saat Jadi seniman,"['aplikasi', 'ganggu', 'melulu', 'asli', 'dsh']",26/01/2024 14:09,1
Yan,"['lag', 'parah', 'anjing', 'tower', 'deket']",28/01/2024 14:02,1
Izzat Maulid,['yen'],25/01/2024 00:10,5
Krisna Dian,"['sinyal', 'malam', 'jelek', 'mahal', 'elit', 'sinyal', 'sulit']",26/01/2024 12:58,1
aldi batubara,"['parah', 'banget', 'asli', 'tipu', 'daya', 'nyadulu', 'emg', 'murah', 'banget', 'si', 'gilaharga', 'kuota', 'banget']",26/01/2024 16:56,1
Kaspul Anwar,[],30/01/2024 07:26,4
Rangga Septian,"['woi', 'jaring', 'nya', 'lelet', 'nya', 'benerin', 'tugas', 'beli', 'kuota', 'error', 'melulu', 'iya', 'myim3', 'error', 'melulu', 'kuota', '50', 'gb', 'parah']",26/01/2024 14:00,1
Antok Kriswanto,"['ampun', 'lelet', 'parah', 'masak', 'paketin', 'jam', '1500', 'jam', '0000', 'gagal', 'parah']",20/01/2024 16:47,1
Syaeffull Rahadiansyah,"['baru', 'tidak', 'buka', 'kacau']",26/01/2024 13:30,1
Dimas Manopo,['tegal'],11/01/2024 13:44,5
annisa mulya,"['ganti', 'bintang', 'kecewa', 'layan', 'buruk', 'kuota', '100', 'gb', 'hilang', 'tidak', 'tanggung', 'jawab', 'nya', 'jancokkk']",25/01/2024 05:35,1
Ripaldi,"['aplikasi', 'gak', 'banget', 'sinyal', 'm3', 'parah', 'gila']",26/01/2024 12:19,1
Nafila Rizqiya,"['tidak jelas', 'buka', 'aplikasi', 'nya', 'tidak', 'buka2', 'paket']",31/01/2024 19:39,1
Cikua Tono,[],10/01/2024 12:35,5
Kifly Lengkey,['ok'],26/01/2024 09:56,4
Julfan Fan,"['tidak', 'murah']",22/01/2024 19:53,5
Eka Wati,[],29/01/2024 13:28,4
Relzz Gilanx,"['kirakira', 'iya', 'nyopet', 'pulsa', '10', 'barusan', 'beli', 'voucer', 'kouta', '7gb', 'masuk', '55gb', 'wowww', 'tanya', 'tanggap', 'geleng', 'kan', 'kepala']",14/01/2024 13:56,1
Al Farisyi,"['benar', 'harga', 'mahal', 'sinyal', 'jelek']",15/01/2024 12:18,1
Nurkeilah,"['beneran', 'tuker', 'poin']",28/01/2024 13:41,5
Dwi Wahyu Riyanto,['josss'],11/01/2024 04:24,2
Riki Faisal,"['sinyal', 'buruk']",18/01/2024 10:28,1
Andika Saputra,"['layan', 'buruk', 'beli', 'paket', 'data', 'pakai', 'pulsa', 'darurat', '1235', 'tidak', 'sih', 'tidak', 'pulsa', 'darurat', 'tidak', 'pakai', 'aplikasi', 'im3', 'benerin', 'rugi']",31/01/2024 12:09,1
Saryana Ami,"['jaring', 'bagus', 'stabil', 'wilayah', 'kalimantan', 'baratsekadausekadau', 'hilirselalong']",17/01/2024 13:16,3
Isra Mahendra Rahul,"['kasih', 'turun', 'bintang', 'kesel', 'jaring', 'nya', 'tidak', 'hubung', 'tanda', '4g', 'hubung', 'mode', 'pesawat', 'aktif', 'tidak', 'sebab', 'nya', 'seluler', 'kartu', 'indosatnya']",31/01/2024 10:26,2
Sulihin Abu,"['bagus', 'keren']",30/01/2024 08:05,5
Sahril Ramadhan,['puas'],16/01/2024 03:34,5
Bebek Aan (Bebek),['bagus'],24/01/2024 08:03,5
KURO_LHS aliansyah XI7,"['maaf', 'bintang', '1', 'rugi', 'isi', 'pulsa', 'tidak', 'terima', 'pulsa', 'sos', 'aju', 'cs', 'kira', 'bertransanksi', 'pulsa', 'sos', 'pinjam', 'pulsa', 'sos', 'tidak', 'beli', 'kouta', 'konvensasinya', 'tanggung', 'jawab']",21/01/2024 05:56,2
Canaya Setiyawan,['kecewa'],22/01/2024 06:38,1
david saputra,"['jaring', 'bagus', 'kadang', 'tidak', 'angin', 'tidak', 'afa', 'huian', 'hilang', 'koneksi', 'internet', 'nya', 'iya', 'jelek', 'kualitas']",18/01/2024 06:02,2
ela nugroho,"['aplikasi', 'iya', 'tidak', 'buka']",26/01/2024 13:45,1
Al inzhiyar Fathur Ammar,"['mahal', 'nya', 'bagus', 'nambah', 'jelek', 'jaring']",28/01/2024 13:36,1
Rafiol Agusta,"['isi', 'siang', '100rb', '65', 'gb', 'malam', 'hangus', 'tibaada', 'tanggung', 'pulsa', 'mantap', 'indosatpertahankan', 'guna', 'indosat', 'kabur']",13/01/2024 19:42,1
Rahmat Apandi,"['im3', 'kayak', 'telekomunikasi', 'deh', 'iya', 'ganggu', 'harga', 'mahal']",10/01/2024 23:15,2
Dzikry Alfahrizy,"['konsumen', 'service', 'nya', 'gak', 'tanggap']",15/01/2024 08:18,1
Rara Hayu,['top'],25/01/2024 17:04,5
Maria Hajar,['bagus'],25/01/2024 09:08,4
rizal octora Tora,"['hoam', 'lambat']",26/01/2024 12:42,1
Arista Anggun chairunisaa,"['data', 'wawas']",18/01/2024 19:13,5
Robby Mulyana,"['sinyal', '4g', 'dipake', 'main', 'game', 'busuk']",14/01/2024 11:22,1
Janna Alma,[],11/01/2024 02:27,5
Ashraff kun,"['pulsa', 'isi', '10rb', 'tidak', 'masuk', 'masukmau', 'lapor', 'ribetkalau', 'isi', '100rb', 'mungkin', 'tidak', 'solusi', 'nya']",17/01/2024 23:57,1
Take?_473,"['sinyal', 'hilang', 'kuota', 'mahal', 'jaring', 'lelet', 'keluh', 'kesah', 'pakai', 'provider', 'lokasi', 'tulungagung', 'jawa', 'timur', 'mohon', 'baik']",11/01/2024 11:11,1
Aril Sentana,"['sinyal', 'tidak']",27/01/2024 06:00,1
Butterfly Chan,"['operator', 'badut', 'gin', 'koneksi', 'internet', 'nya', 'sinyal', 'lelet', 'banget', 'bar', 'sinyal', 'penuh', 'suka', 'hilang', 'hilang', 'minggu', 'baik', 'baca', 'baca', 'keluh', 'konsumen', 'm3', 'keluh', 'nya', 'badut', 'melulu']",11/01/2024 14:06,1
Hasiyatul Fajariyah,['terima kasih'],18/01/2024 09:33,5
Ahmat pauzan ilham Pauzan,"['tolol', 'ko', 'aplikasi', 'myim3', 'nya', 'tidak', 'buka', 'si', 'bug', 'aplikasi', 'nya', 'jaring', 'nya', 'lelet', 'malam', 'jaring', 'nya', 'suka', 'putus', 'putus']",31/01/2024 12:00,1
Sahury Fanny,"['jaring', 'm3', 'kuatcepat']",27/01/2024 04:27,5
Al Husein,"['gak', 'buka', 'aplikasi', 'nya', 'baik']",10/01/2024 16:18,1
SAM AL,['murah'],15/01/2024 04:04,5
Fawaz Sabir,"['sinyal', 'bagus']",18/01/2024 03:33,5
sri hayati,"['layan', 'bagus', 'lancar']",22/01/2024 06:08,5
Mochamad Firmansyah,"['provider', 'sampahh', 'tiba2', 'sinyal', 'hilang', 'telepon', 'cs', 'tidak ada', 'angkatt', 'usseles', 'provider', 'sesal', 'prabayar']",26/01/2024 13:41,1
Rizky Agustian,"['sinyal', 'lelet', 'main', 'game', 'suka', 'muncul', 'pesan', 'tidak jelas']",11/01/2024 11:52,1
Rizky FR,"['tidak', 'ambil', 'kouta', 'split']",16/01/2024 05:24,1
Rian A,"['kesini', 'kartu', 'indosatgjlas', 'sinyal', 'ganggu', 'melulu', 'heran', 'kartu', 'buruk']",21/01/2024 05:49,1
Duik Taa,"['sinyal', 'ku', 'lelet', 'banget', 'push', 'peringkat', 'malah', 'sinyal', 'merah', 'tindak', 'lanjutii', 'pindh', 'kartu', 'ajaaap']",11/01/2024 12:30,1
hendar suhendar,"['indosat', 'babi']",12/01/2024 14:23,1
Fran Zha,"['indosat', 'bagus', 'sinyal', 'baik', 'internet', 'kencang', 'maksimal', 'kartu', 'terima kasih']",27/01/2024 15:54,2
Wahyu Putra,[],29/01/2024 05:02,5
Adin Adin,['mantap'],21/01/2024 08:39,5
Ayu,"['lambat', 'puoooollll', 'buka', 'aplikasi', 'buka', 'aplikasi', 'm3', 'nya', 'tidak bisa', 'cm', 'wa', 'cari', 'sih', 'aman', 'cm', 'aplikasi', 'ojol', 'mbanking', 'lelettt']",26/01/2024 11:04,2
Abdul Hamidusman,"['seringkali', 'saat', 'buka', 'aplikasi', 'ganggu', 'jaring']",29/01/2024 12:19,1
Wandi Kongoriko,"['puas', 'jaring', 'im3']",17/01/2024 12:26,5
NAKANO MIKU,"['aneh', 'sinyal', 'lag', 'tidak', 'harga', 'sinyal', 'sampah']",11/01/2024 10:21,1
Enok,"['makelar', 'indosat', 'yakemarin', 'paket', '50gb', '100rb', 'harganyamakin', 'depan', '35', 'gb', 'harga', '100rbgilak', 'gilak']",20/01/2024 15:04,1
Rahmat Albar,['mantap'],17/01/2024 10:31,5
Vidha Almirra,['ok'],16/01/2024 07:18,5
Muhammad Ainul,"['provider', 'badut', 'sinyal', 'bagus', 'internet', '2g', 'janji', 'gak', 'pakai', 'provider', 'badut']",28/01/2024 06:41,1
Mas Suradi,"['jaring', 'data', 'lelet', 'cepat', 'unduh', 'aplikasi', 'playstore', '252kbs']",24/01/2024 14:08,5
Aura Jelek,"['lelet', 'kli', 'jaring', 'nya', 'pakai', 'data', 'nya']",17/01/2024 14:46,1
Beny Beny,"['aplikasi', 'bagus']",30/01/2024 07:38,5
wanjay Alok,['bagus'],20/01/2024 05:21,5
Sepakat Zega,"['tidak', 'bermutupaket', 'aktif', 'poin', 'tidak', 'guna', 'hapus', 'ajah', 'layan', 'potong', 'poin', 'bego']",26/01/2024 13:39,1
sitha rachman,['bagus'],20/01/2024 09:51,5
Kartika Amalia,"['buruk', 'tidak', 'laku', 'bayar', 'gopay', 'gagal', 'saldo']",24/01/2024 14:18,1
zagar decil,"['sinyal', 'bosok', 'tidak', 'nyaman', 'gak', 'angin', 'tidak', 'hujan', 'sinyal', 'hilang', 'pas', 'main', 'nyusain', 'sinyal', 'gin', 'indosat', 'burik']",26/01/2024 12:18,1
ADI ARDIANSAH,"['jelek', 'aplikasi', 'tidak', 'sinyal', 'ampas', 'sinyal', 'benar', 'ampas', 'lelet', 'banget', 'jaring', 'nonton', 'youtube', '480p', 'doang', 'muter', 'nya', 'banget', 'pakai', 'telkomsel', 'harga', 'mahal', 'tidak', 'papa', 'jaring', 'lancar', 'banding', 'harga', 'doang', 'elit', 'jaring', 'sulit']",23/01/2024 14:41,1
aditya muwangga,['bagus'],11/01/2024 00:50,5
Bbb,"['apa sih', 'sinyal', 'jelek', 'banget', 'niat', 'gasih', 'operator']",20/01/2024 15:08,1
Pra Muja,"['guna', 'im3', 'pulsa', 'ambil', 'notif', 'sms', 'pakai', 'internet', 'tarif', 'dasar', 'data', 'tidak', 'aktif', 'pulsa', 'habis', 'sedot', 'brengsek', 'kerja', 'tidak', 'provider']",13/01/2024 13:29,1
Agung123 Agung123,['peromo'],10/01/2024 15:26,5
Itz_Gaming Boy,"['kecewa', 'jaring', 'indosat', 'main', 'game', 'dan lain lain', 'tidak', 'konsumen', 'kecewa', 'indosat']",20/01/2024 15:03,1
Anfal Hidayat123,"['kecewa', 'myim3', 'suka', 'main', 'panjat', 'kuota', 'game', 'panjat', 'kuota', 'settingannya', 'menang', '1', 'bukan', 'menang', 'kuota', 'habis', 'kuota', 'baik', 'myim3']",13/01/2024 21:55,1
"Ria Apriyani Insyira, Valiqa, Fabian",['ok'],30/01/2024 15:01,5
aldi bayoor,"['point', 'im3', 'tidak', 'nambah', 'isi', 'ulang', 'pulsa']",16/01/2024 15:31,3
Nur Alie,['bagus'],14/01/2024 12:09,5
Azis Saputra,"['ganggu', 'gak', 'benar', 'sih', 'indosatgak', 'operasi', 'rusak', 'gin']",11/01/2024 14:15,1
Memet 123,['ok'],29/01/2024 02:11,5
Bayu Muhlisoh,"['terima kasih', 'you', 'i', 'like', 'indosat']",27/01/2024 18:49,5
Agus,"['jaring', 'layan', 'kecewa']",26/01/2024 14:43,1
Gatot Setiadi,"['cepat', 'baik', 'jaring', 'nya', 'baik', 'pakai', 'kartu', 'indosat', 'main', 'game', 'seluler', 'legenda', 'peringkat', 'lelet', 'parah', 'ganti', 'kartu', 'smartfren']",18/01/2024 10:12,1
Nona Yumi,['bagus'],19/01/2024 18:45,5
Ayu Sauni,['lelet'],21/01/2024 13:09,1
Nur Via20,"['parah', 'baru', 'tetep', 'susah', 'g', 'buka', 'aplikasi', 'nyabuang2', 'data']",26/01/2024 14:00,2
Sodixs Rizaldi,"['sbenernya', 'baik', 'kgak', 'sih', 'unduh', 'trbaru', 'kgak', 'kbuka', 'tekan', 'wa', 'sial', 'doank']",21/01/2024 16:57,1
Dace Basecamp 46,[],12/01/2024 05:05,5
Ayat 10,['mantap'],27/01/2024 06:23,5
AJi Alfajriansyah,[],13/01/2024 14:52,5
rohman,['ok'],28/01/2024 01:16,1
Yusifa Yusifa,[],17/01/2024 08:37,5
Ahmad Irfan,['bagus'],22/01/2024 12:26,4
Rara Rhaniva,['bagussss'],21/01/2024 09:29,5
Rozaki Mubarok,"['aplikasi', 'kuota', 'nya', 'murah', 'murah']",25/01/2024 05:13,5
Devin Jr,"['indosat', 'jakarta', 'error', 'tidak', 'sinyal', 'woyy']",30/01/2024 12:48,1
Yongki Silegar,"['suka', 'susah', 'buka', 'aplikasi']",10/01/2024 12:09,4
Danzz`,"['lelet', 'parah', 'ktnya', 'pakai', 'main', 'game', 'lancar', 'lelet', 'parah']",20/01/2024 12:33,1
Alya Cantik,"['butut', 'anying', 'ah', 'hyoh', 'we', 'pulsa', 'potong', 'majar', 'kakak perempuan', 'make', 'pulsa', 'darurat', 'maah', 'make', 'pulsa', 'darurat', 'ge', 'hnte', 'anying', 'tolol', 'ahh']",30/01/2024 14:08,1
Mulyadi Alifa,"['aplikasi', 'cek', 'date', 'tahan']",17/01/2024 15:47,5
Adam Alderchy,"['indosat', 'ganggu', 'sinyal', 'gak']",30/01/2024 03:21,1
Dede Nuryahya,"['harga', 'paket', 'mahal', 'paket', 'unlimited', 'parah', 'mahal']",18/01/2024 17:54,1
Cahyadi Alfiasiqri,"['snyl', 'sulsel']",27/01/2024 16:22,1
Kaila Wsm,['senang'],13/01/2024 02:09,5
Do Vido19,"['sinyal', 'susah', 'guna', 'jarang', 'promo', 'langgan', '100gb30hari', 'susah', 'sinyal', 'jarang', 'diskon', 'harga', 'kuota', '100gb30hari', '150000', 'kuota', 'diskon']",25/01/2024 03:53,1
Chosy Setawan,"['agak', 'kecewa', 'im3', 'poin', '40000', 'hilang', 'baru']",12/01/2024 11:26,1
Qiana Qia,"['trimakakasih', 'tlah', 'mbantu', 'yv', 'pelpsok']",30/01/2024 23:56,5
New? ? ???? ???? ? ?,['baik'],23/01/2024 22:45,5
Tabir Kiswah,['bagus'],24/01/2024 21:40,5
Afifah Nurfitriani,"['pulsa', 'tersedott', 'sendiriii']",23/01/2024 14:30,2
Wahyu Tzy123,"['kuota', 'nya', 'mahal', 'iya', 'guna', 'kasih', 'harga', 'mahal']",26/01/2024 07:34,1
arga ramadhan,"['sinyal', 'parah', '2024']",22/01/2024 12:42,1
Muhammad guntur Dani setiawan,"['iya', 'pas', 'daftar', 'kode', 'gak', 'kasih', 'coba', 'kali', 'tetep', 'gak', 'kode', 'otp']",20/01/2024 16:34,2
Khairil Anwar,['mantap'],23/01/2024 05:14,5
Boy Aditya Aditya,"['harga', 'paket', 'im3', 'tidak', 'sahabat', 'tidak', 'hati', 'bertahun2', 'sya', 'konsumen', 'indosat', 'paksa', 'sya', 'alih', 'hati', 'goodbye', 'indosat']",13/01/2024 02:45,1
Saimah Imah,"['im3', 'jelek', 'sinyal', 'sih', 'kan', 'sayang', 'kuota', 'tidak', 'pakai', 'habis', 'gara2', 'sinyal', 'nya', 'donk', 'kabupaten', 'serang', 'kuat', 'sinyal', 'nya']",26/01/2024 13:24,1
thio akbar,"['suka', 'aplikasi', 'nya']",29/01/2024 21:25,5
Dodi Doank,"['terimaksih', 'my', 'm3', 'kuota', 'gratis', 'nya', 'panjang', 'kumpul', 'poin', 'mu', 'ambil', 'kuota', 'gratis', 'mu']",31/01/2024 01:24,5
Sumar Yono,"['bagustapi', 'sayang', 'jaring', 'im3', 'bagus']",26/01/2024 14:20,5
Putra Oktober,['bagus'],28/01/2024 12:23,5
Abalff Abalff02,"['kasih', 'paket', '1', 'gb']",10/01/2024 12:38,5
RIZKY XD,"['permisi', 'yah', 'kak', 'pakai', 'indosat', 'suka', 'baru', 'baru', 'akun', 'nya', 'lepas', 'nomor', 'kartu', 'seluler', 'nya', 'masuk', 'akun', 'kode', 'verifikasi', 'opt', 'nya', 'gak', 'masuk', 'masuk', 'yah', 'aplikasi', 'mohon', 'kak', 'baik', 'nya']",21/01/2024 01:42,1
Jay 23,"['kuota', '50', 'gbga', 'kepakesinyal', 'burik']",26/01/2024 13:41,1
Lukas Kristyawan,['senang'],13/01/2024 13:32,5
Hermawan Hermawan,"['mubim3', '3', 'x', 'yah', 'jadi', 'cek', 'malemnya', '17', 'gb', 'ehh', 'besok', 'habis', 'aktif', 'tidak', 'guna', 'data', 'lebih', '3', 'x', 'sih', 'my', 'im3', 'baru', 'gak', 'rugi']",14/01/2024 01:45,1
Iyan Apriansyah,"['mohon', 'maaf', 'pakai', 'im3', 'iya', 'data', 'tidak', 'nyala', 'sinyal', 'penuh', 'gilir', 'dinyalain', 'data', 'ilng', 'sinyal', 'nya', 'mohon', 'jelas']",13/01/2024 11:23,1
Bayu Oktafiana,['mantap'],19/01/2024 13:03,4
Btgr Ufo,"['kesini', 'mahal', 'harga', 'kuota']",14/01/2024 10:34,3
Satria bintang Shp,"['maaf', 'min', 'mohon', 'hadiah', 'lifestyle', 'nya', 'baik', 'ambil', 'lifestyle', 'nya', 'tidak', 'masuk']",21/01/2024 00:33,4
Fikri Imut,"['jaring', 'sampahmurah', 'murah', 'bagus', 'telkomsel', 'biar', 'mahal', 'gak', 'lambat']",24/01/2024 02:18,1
Khanza Arisha,"['sinyal', 'lawak']",23/01/2024 13:24,1
Anggi Lesmana21,"['hhhhhhh', 'jaring', 'lup', 'leupppp', 'dada', 'hilang', 'parahhh', 'indosat', 'on the way sedang di jalan', 'ganti', 'kartu', 'inimah']",25/01/2024 15:22,1
Malik Ibrahim,['bagus'],20/01/2024 10:57,5
Ari gaming,"['woiii', 'pulsa', 'potong', '24', '19', 'kurang', 'aneh', 'banget', 'kartu', 'kurang', 'ahh', 'paket', 'paket', 'ku', 'pulsa', 'ranggak', 'pakai', 'im3', 'masak', 'pulsa', 'potong', 'teruss', 'beli', 'paket']",18/01/2024 14:41,1
Selayr,['puas'],16/01/2024 03:18,5
Jamaludin Soleh,"['im', '3', 'oke']",27/01/2024 07:22,5
Ahmad Gofur,[],18/01/2024 10:08,5
Shinko Nen,"['sinyal', 'lumayan', 'buruk', 'suka']",20/01/2024 05:31,5
Ludvy anggraini Khusnul,['puas'],13/01/2024 11:38,5
Erin Febri,"['im3', 'hati']",25/01/2024 15:38,5
Zumrotul Hasanah,['bagus'],27/01/2024 06:26,5
Nathania Andita,"['paket', 'mahal']",17/01/2024 05:10,5
Bobty Zr,"['beli', 'paket', 'im3', 'tidak', 'dalam', 'proses', 'hampir', 'berharihari', 'nunggu', 'proses']",30/01/2024 10:14,4
Hamzah Nurhakim,"['jaring', 'internet', 'indosat', 'kaya', 'babi']",11/01/2024 08:43,1
Oli Oliv,"['bagus', 'banget']",30/01/2024 04:00,4
Muhamad Ali,"['payah', 'sinyal', 'putus', 'putus', 'tidak', 'stabil']",22/01/2024 13:02,1
Mamase Toktil,"['terima kasih', 'nya', 'aplikasi', 'myim3', 'transaksi', 'mudah']",10/01/2024 17:21,5
Nur Aida,['woww'],29/01/2024 07:49,5
Muhamad Ujang,['mntap'],25/01/2024 00:26,5
begundal tak bertuan,"['kualitas', 'jaring', 'buruk']",26/01/2024 12:56,3
Budi Santoso,"['sinyal', 'buruksering', 'nge', 'kosong']",14/01/2024 17:04,1
Ayu Windayanti,"['promo', 'murah', 'mahal']",19/01/2024 23:52,4
Kinto Tio,['mantull'],18/01/2024 11:28,5
Sani Vivo,['mantap'],31/01/2024 15:45,1
Aji surabaya,"['harga', 'layan', 'sinyal', 'ikan', 'tidak', 'haraga', 'kasih', 'pas', 'musim', 'ujan', 'tidak', 'sinyal', 'saran', 'baca', 'lebih baik', 'ganti', 'provider']",26/01/2024 14:09,1
Nukra Bima,"['jaring', 'bagus']",20/01/2024 10:41,2
Didi Cahyadi,[],24/01/2024 09:37,5
Akbar Yudistira,['bagus'],10/01/2024 06:24,5
Tia Apriantii_,"['mahal', 'banget', 'njgklo', 'gin', 'minat']",31/01/2024 14:20,1
Ferdi Afif,"['sinyal', 'jelek', 'main', 'game', 'online', 'masuk', 'game', 'nya', '1', 'menit', 'sinyal', 'jelek', 'pas', 'diloby', 'bagus', 'pas', 'main', 'jelek', 'browser', 'jelek', 'sinyal', 'kasih', 'ranting', '1', 'jelek']",12/01/2024 09:01,1
haikal hanavi,"['im3', 'ganggu', 'aplikasi', 'tidak']",26/01/2024 12:31,1
Asep Kurnia,"['busuk', 'sms', 'sistem', 'tidak', 'ganggu', 'sinyal', 'net', 'nyasering', 'hilang', 'tidak', 'm3', 'busuk']",25/01/2024 20:02,1
Asrani Asrani,[],31/01/2024 10:32,5
Nisa Tunjannah,"['baik', 'jaring', 'nya', 'yalelet', 'trusssssss']",22/01/2024 06:48,5
Muhammmad Luthfi rahman,"['aplikasi', 'nya', 'bagus', 'tambah', 'jual', 'paket', 'aktif', 'pakai', 'kartu', 'ganti', 'kartu', 'tolongditambahkan', 'paket', 'aktif', 'biar', 'hemat', 'terima kasih', 'hadiah', 'tukar', 'poinyya', 'paket', 'data', '30', 'mahal', 'mahal', 'kurang', 'poin', 'kumpul', 'tukar', 'hadiahnyatolongterima', 'kasih', 'jaring', 'stabil', 'jaring', 'lelet']",23/01/2024 06:42,5
Rehan Maulana,"['jaring', 'indosat', 'sulawesi', 'tenggara', 'buruk', 'main', 'gem']",11/01/2024 09:08,1
rafly Aja,"['woy', 'im3', 'anjing', 'beli', 'kuota', 'pke', 'uang', 'anjing', 'jaring', 'benerin', 'ytem', 'nge', 'end', 'mlh', 'lag']",26/01/2024 08:35,1
Handoko Budi Santoso,"['praktis', 'sederhana', 'komplit', 'bonus']",19/01/2024 01:56,5
Windra Nst,['bagus'],27/01/2024 14:27,5
Dedi Stiyawan,['bagus'],11/01/2024 04:33,5
M.enggar Saputra,"['pakai', 'kartu', 'ratus', 'pulsa', 'hilang', 'jaring', 'tidak', 'lancar', 'pulsa', 'hilang', 'henti', 'pakai', 'kartu']",12/01/2024 10:33,1
Apana Siti,"['jaring', 'busuk']",30/01/2024 22:38,1
Suci Berkah Optimal,['ok'],24/01/2024 17:42,4
Wahda Lina,"['sngat', 'tarik']",18/01/2024 04:13,5
Ahmad Dani,"['pesan', '1gb', 'kendala', 'gak', 'masuk']",28/01/2024 23:22,2
Rian Gunawan,['suka'],15/01/2024 13:10,5
Ared Ardianto,['mantap'],19/01/2024 13:58,5
Rehan syahwardana,"['mohon', 'baru']",15/01/2024 09:54,1
Majidd Majiddd,['bagus'],19/01/2024 21:47,5
Agung Sant,"['harga', 'jaring', 'ilang2', 'parah']",26/01/2024 12:51,1
yon wik,"['mantapkeren', 'banget']",25/01/2024 09:16,5
Siti Saripah,['bagus'],29/01/2024 04:13,5
Fadila Waty,['bagus'],19/01/2024 00:51,5
QuiinT Vhlyer,"['mohon', 'respon', 'beli', 'gagal', 'tidak', 'proses', 'beli', 'paket', 'ekstra', 'kuota', 'aplikasi']",15/01/2024 23:31,1
Lukas Gawa,"['jujur', 'kecewa', 'isi', 'pulsa', 'potong', 'hutang', 'pulsa', 'tidak', 'kuota', '200an', 'mb', 'iya', 'hidupin', 'data', 'makan', 'pulsa', 'nya', 'nya', 'kuota', 'makan', 'pulsa', 'asli', 'si', 'tidak', 'beres']",24/01/2024 16:54,1
Usmar Jr,[],14/01/2024 07:25,5
Sofi Edi,['mantap'],27/01/2024 03:22,4
Arjuna 42,"['suka', 'aplikasi', 'inipokok', 'iya', 'mantap']",30/01/2024 04:57,5
