Ã¯Â»Â¿userName,content,at,score
Isbalul Syuruqi,[],24/01/2024 21:21,1
Ali Darmawan,"['susah', 'buka']",24/01/2024 01:08,0
Akhmad Topani Anteb Topan,"['mudah', 'murah', 'senang']",27/01/2024 10:55,1
Nunung Ccimilikiti,"['sinyal', 'busuk', 'lelet']",10/01/2024 14:21,0
febriyan syah syah,"['beli', 'kartu', 'jelek', 'bget', 'sumpah', 'sinyal', 'hilang']",12/01/2024 09:07,0
Ahmad Aripin,[],20/01/2024 23:16,0
Roni Novettio,"['aplikasi', 'lelet', 'seluler']",20/01/2024 09:39,0
Sodik Pbun123,['bagus'],15/01/2024 01:55,1
Ilyas Maulana,"['min', 'ganggu']",26/01/2024 12:59,0
Julia Chaulbina,"['kadang', 'suka', 'tidak', 'pakai', 'internetnyajaringan', 'jelek', 'suka', 'lelet', '4gpaketan', 'penuh', 'lelet']",26/01/2024 13:03,0
Iwan Setiawan,['paylatery'],28/01/2024 18:02,1
Azis maulana,"['mahallll', 'pakkk', 'tidak', 'sahabat']",25/01/2024 13:57,0
Adam Malik,"['jaring', 'burik', 'kacau', 'parah', 'ganggu', 'hari', 'gak', 'pemberitahuan', 'internet', 'pln', 'mati', 'lampu', 'jaring', 'hilang', 'susah', 'ganti', 'jaring', 'lag', 'hilang', 'kalai', 'lebih baik', 'ganti', 'kartu', 'belah', 'kota', 'jakarta']",28/01/2024 16:13,0
Misbahul_ Anam,['buruk'],26/01/2024 12:26,0
sahal nawawi,"['terima', 'kasih']",12/01/2024 20:52,1
Ayu gilang2017,['bagus'],28/01/2024 09:52,1
Mus Mulyadi,"['beli', 'paket', 'indosat', 'gak', 'bonus', 'nyakmrn', 'enak', 'beli', '3gb', 'masuk', 'nya', '6gb', 'bonus', 'gak', 'lagisaya', 'pakai', 'ada', 'bagai ikut', 'boros', 'paket', 'indosat', 'im3']",17/01/2024 15:09,0
yusuf supriatna,"['sinyal', 'daerah', 'cikole', 'lembang', 'bandung', 'barat', 'jelek']",19/01/2024 08:10,1
Andri Ricki,"['sinyal', 'im3', 'game', 'buruk', 'harga', 'paket', 'mahal', 'sinyal', 'buruk', 'teman', 'pindah', 'xl']",21/01/2024 08:40,0
ikwan bagyo,['bagus'],23/01/2024 16:12,1
Anak Senja188,['oke'],23/01/2024 11:50,1
Syahid Remizar,"['ganggu', 'melulu', 'kntl', 'habis', 'tidak', 'sudi', 'pakai', 'kartu', 'sampah', 'gin']",26/01/2024 13:56,0
Kaira 01,['untung'],20/01/2024 03:02,1
Delonx Delonx,"['aplikasi', 'medukungsangan']",31/01/2024 14:57,0
Angga Aji santoso,"['ok', 'banget', 'm3']",19/01/2024 12:40,0
Raden Wisnu,"['habis', 'hujan', 'sinyal', 'hilangkartu', 'tolol']",26/01/2024 13:00,0
Wirianti 27,"['kecewa', 'layan', 'myim3', 'paket', 'hilang', 'beli', 'paket', '100gb', 'laku', '30', '10', 'kuota', 'sisa', '50gb', 'hilang', 'pemberitahuan', 'sms', 'beli', 'paket', 'darurat', 'otomatis', 'kuota', 'laku', '17', 'februari', 'benar', 'benar', 'rugi', 'layan', 'myim3']",28/01/2024 04:12,0
JUNIOR CESAR:v,"['im3', 'gmn', 'sih', 'pakai', 'mahal']",21/01/2024 03:47,0
NURUL ALIFIYAH SAHLL,[],20/01/2024 06:50,1
Fajar Ginanjar,"['ganggu', 'nya', 'hari', 'mantap']",26/01/2024 13:33,0
Muhammad Salman,"['kuota', 'mahal', 'jaring', 'sulit', 'cuakkk']",21/01/2024 10:25,0
HAM GANZ,"['min', 'login', 'myim3', 'pakai', 'kuota', 'kan', 'nya', 'tidak', 'pke', 'fitur', 'nya', 'susah', 'fitus', 'nya']",17/01/2024 06:10,0
Donquixote Dofflamingo,"['im3', 'kena', 'hack', 'bangkrut', 'kuota', 'sinyal', 'penuh', 'tidak', 'akses', 'internet', '26012024']",26/01/2024 13:13,0
Mahira Redmi,"['em3', 'kesini', 'jelek', 'kualitas', 'sinyal', 'nya', 'ganggu']",18/01/2024 22:54,0
Rhandiie Jeka,"['jaring', 'jelek', 'lebih baik', 'tidak', 'bangun', 'tower', 'jaring', 'tidak', 'becus']",18/01/2024 17:02,0
Samsol Hadi,"['iba', 'hilang', 'iya']",26/01/2024 13:40,0
Febi Osmi Harnita,"['pulsa', 'sedot', 'ampun', 'im3', 'tidak ada', 'habis', 'nya', 'sedot', 'muluu']",30/01/2024 02:48,0
Aju Aju,[],15/01/2024 11:57,1
Reski Yunus,"['buruk', 'layan', 'cs', 'benarbenar', 'burukkkkkkkk']",26/01/2024 13:51,0
Uswatun Hasana,"['indosat', 'mmk', 'anjing', 'lelet', 'lelet']",26/01/2024 12:31,0
alesandro sandro,"['jaringn', 'gagu', 'bae', 'updet', 'updet', 'mulu', 'urusin', 'jaringn', 'donk', 'yng']",26/01/2024 13:27,1
Yanto Huan,['bagus'],28/01/2024 03:31,1
Intan Mutiarabatik,"['aplikasi', 'tidakbisa', 'buka']",12/01/2024 04:57,0
Ariel Castelo (Ariel),[],21/01/2024 01:29,1
Al Fatih Ali,[],18/01/2024 05:54,1
Am Gian,"['hrga', 'peket', 'intrnet', 'variasi', 'kalang', 'ajar', 'tuma', 'bulan', 'ngecat', 'aplikasi', 'wa', 'line', 'dan lain lain', 'ekonomis', 'aktif', '1bln', 'cmn', 'tiktok', 'm3', 'murahcmn', 'mhllbih', 'murah', 'sblhyg', 'jaringn', 'jug', 'stabilpilhan', 'paket', 'bnyakbulanan']",24/01/2024 02:49,0
Purno Sucipto,['hemat'],20/01/2024 05:31,1
Nur Aini,[],18/01/2024 11:51,1
Anuar Hmr,"['bagus', 'lach', 'inti', 'ny']",16/01/2024 11:56,1
Salman Css,"['sinyal', 'nya', 'kuat', 'voucer', 'gratis']",22/01/2024 11:39,1
ENDANG,"['indosat', 'mantap']",27/01/2024 12:51,1
Elok Khasanah,"['sulit', 'beli', 'paket', 'pakai', 'aplikasi', 'lut', 'koneksi', 'internet', 'lancar', 'bintang', 'layan', 'bagus', 'ubah']",12/01/2024 13:23,0
Gayus Tambunan,[],11/01/2024 23:58,1
Abdullah Riyadin,"['cepat', 'koneksi', 'nya']",22/01/2024 01:01,1
M Ilham Maulana,"['sinyal', 'lampung', 'timur', 'desa', 'merbo', 'susah', 'enak', 'enak', 'sinyal', 'woy']",26/01/2024 13:27,0
Muhammad ilham Andriyansah,['bagus'],12/01/2024 06:23,1
Nanda Ishlahul,['bagus'],20/01/2024 06:07,0
Marhan rangkuty Marhan,['mantap'],13/01/2024 10:13,1
Nur Ali,['ok'],30/01/2024 23:09,1
Ade Powerf,"['kartu', 'tolol', 'kuota', 'boros', 'jaring', 'lelet']",24/01/2024 12:32,0
Wildan Nurpadilah,['bagus'],15/01/2024 11:28,1
Raiss Ibrahim,['baik'],18/01/2024 10:30,1
Mas Jai,['ok'],15/01/2024 07:56,1
Revan Anindya Nugraha,"['aplikasi', 'banyak', 'lag', 'sinyal', 'gampang', 'ilang2', 'an', 'ganggu', 'sinyal', 'heran', 'mah']",26/01/2024 12:53,0
Arion M,"['nawarin', 'promo', 'gak', 'beli', 'sih', 'payah', 'jaring', 'lelet', 'promo', 'gak', 'beli', 'cuman', 'tipu', 'mau', 'untung', 'doang']",31/01/2024 13:51,0
M rival Haryanto,['mantap'],18/01/2024 13:28,1
Nugraha Lisna,['ok'],26/01/2024 08:49,1
AREK BERBEK 1H,"['im3', 'error', 'bikin', 'ribetpas', 'beli', 'kartu', 'perdana', 'suruh', 'beli', 'pulsahbis', 'beli', 'pulsa', 'registrasi', 'registrasi', 'wa', 'kode', 'otp', 'sms', 'g', 'notifnya', 'sumpah', 'pusing']",31/01/2024 23:38,0
Ibnu Usman,['top'],11/01/2024 09:48,1
Nuris Samsi,['mantab'],31/01/2024 05:01,1
Erlangga Caristian,"['kuning', 'tuh', 'tidak', 'cocok', 'cocok', 'merah', 'si', 'jaring', 'lelet', 'gak', 'suruh', 'wa', 'komplain', 'suruh', 'bicara', 'both']",20/01/2024 16:56,0
PEJUANG RECEH,"['kampung', 'indosat', 'buruk', 'jaring', 'manja', 'konsumen', 'm3', 'sinyal', 'buruk', 'banget', 'main', 'game', 'lag', 'sinyal', 'hilang', 'daerah', 'sei', 'pagar', 'kampar', 'kiri', 'sp', '3', 'karya', 'bhakti', 'coba', 'ngubungin', 'sales', 'm3', 'sekitar', 'gak', 'pernh', 'tanggap', 'baik', 'kasih', 'bintang', 'nti', 'jaring', 'bagus', 'ku', 'kasih', 'bintang', '5']",12/01/2024 11:35,0
Nanda25gmail. Com Hendardi,"['kualitas', 'mantap']",15/01/2024 21:21,1
M yunus Rafles,[],25/01/2024 12:17,1
Ayu sucisaputri Putri,['mudah'],11/01/2024 23:13,1
Erlyn Hermansyah,"['aplikasi', 'bagus']",26/01/2024 21:19,1
Farhan Maulana,"['murah', 'tidak', 'kalah', 'kartu', 'kartu', 'jaring', 'internet', 'lancar', 'terima', 'kasih', 'im3', 'grup']",31/01/2024 12:34,1
MonXp,"['harga', 'paket', 'mahalkouta', 'boros', 'gak', 'kaya', 'biasanyapadahal', 'pemakain', 'sebelumya']",27/01/2024 18:46,0
Dimas Saputra,"['aplikasi', 'tidak', 'apa', 'dalam', 'konteks', 'selesai', 'keluh', 'tidak', 'penuh', 'fitur', 'tidak jelas', 'tidak', 'guna', 'parah', 'konsumen', 'service', 'tidak', 'solutif', 'tidak bisa', 'solusi', 'selesai', 'benarbenar', 'hapus', 'aplikasi']",24/01/2024 09:21,0
ubay gans,"['kuota', 'mahal', 'internet', 'an', 'nge', 'lagsms', 'banyakkecewamending', 'telkomsel']",13/01/2024 15:57,0
sama sama.,"['aplikasi', 'bosok']",26/01/2024 14:21,0
Renti Hewuka,['henti'],21/01/2024 11:27,1
Mustain Tain,['iya'],15/01/2024 08:36,1
Hani Giantary Putri,['mantap'],19/01/2024 09:13,1
Muhdysa Raja,"['mantap', 'sinyal', 'kuat', 'biar', 'puas', 'pakai', 'ok']",20/01/2024 17:24,1
Rina Dessy Arsanti,"['quotanya', 'mantap', 'lengkap']",23/01/2024 13:05,1
Sari Ajeng,"['kuota', 'utama', 'suka', 'tidak bisa', 'pakai', 'jarringan', 'jelekk']",11/01/2024 10:34,0
rahmat Hidayat103,['aplikasi'],26/01/2024 06:23,1
Bhe X,['bagus'],27/01/2024 13:24,1
IBOT bbccc,['aluss'],26/01/2024 13:37,1
Nata Selet,"['tidak', 'login']",21/01/2024 08:20,1
Heri Zal,['puas'],19/01/2024 05:54,1
Gus Lan,"['tidak jelas', 'pulsa', '50k', 'sedot', 'habis', 'paket', 'mati', 'tolol']",11/01/2024 01:57,0
dimas selebw,"['appk', 'burik', 'ngk', 'masuk', 'aplikasi', 'nya', 'aplikasi', 'anjing']",26/01/2024 13:47,0
Anggun amaria,"['2', 'bintang', 'deh', 'paket', 'data', 'cekik', 'guna']",21/01/2024 11:16,0
yohanesarsen .k,"['provider', 'curi', 'sih', 'kuota', '20', 'gb', 'tiba2', 'hilang', 'jera', 'pakai', 'im3']",26/01/2024 14:10,0
Putra AL,"['karen', 'mebarik']",11/01/2024 15:24,0
M aditya .F,"['sinyal', '4g', 'kuota', '17gb', 'lelet', 'melulu', 'kadang', 'sih', 'enak', 'sinyal', 'lelet', 'nya', 'hadeh', 'semenjak', 'kantor', 'indosat', 'bakar', 'gin']",26/01/2024 04:44,0
Neta Pangkalanbun,['mantap'],22/01/2024 15:20,1
IM Sama 51,"['main', 'game', 'jelek', 'sumpah']",11/01/2024 03:59,0
Amal Kita,"['sih', 'tipe', 'jaring', 'e', 'kota', 'rumah']",16/01/2024 20:18,0
Afnan Faizah,"['sesal', 'baru', 'aplikasi', 'mahal', 'kuota', 'nya', 'ponakan', 'baru', 'murah', 'kuota', 'nya', 'im3', 'tidak', 'da', 'promo', 'murah', 'dalam', '2', 'ku', 'ganti', 'kartu']",12/01/2024 12:28,0
Septy Duarty,"['syukaklangsung', 'gratis', 'kuota']",16/01/2024 14:13,1
Alfikri Hasan,"['masuk', 'vocerny']",22/01/2024 01:04,1
Abdul R,"['jelek', 'banget', 'gak', 'buka', 'aplikasi', 'nya', 'benerin']",13/01/2024 19:37,0
Nafies Aljannatun,"['wahh', 'barusan', 'beli', 'paket', 'pulsa', 'kira', 'aktif', 'hilang', 'pulsa', 'cape2', 'beli', 'bukn', 'isi', 'tipu', 'kapok']",26/01/2024 19:22,0
Muhammad Ohtma,"['okok', 'lumayan']",13/01/2024 08:08,1
Muhammad Suryadi,['sip'],31/01/2024 08:22,1
Latif Hawari,"['gatau', 'bilang']",17/01/2024 12:59,0
Eko Waelah,"['paket', 'mahal']",20/01/2024 12:45,0
Nay Han,"['kuota', 'boros']",31/01/2024 05:13,0
Nadia Brigita Cahayani,"['aplikasi', 'agak', 'error', 'utama', 'bingung']",27/01/2024 23:34,0
Fiyansah Aris,['baikkk'],28/01/2024 16:33,1
Pengguna Google,"['tambah', 'sistem', 'aman', 'pulsa', 'telkomsel', 'aplikasi', 'im3']",17/01/2024 03:30,1
Deni Santoso,"['payah', 'tuker', 'point', 'hasil', '8gb', 'eh', 'hilang']",20/01/2024 11:52,0
ZEIN Sihab,"['paket', 'mahal', 'bangkrut', 'bangkrut', 'tolol', 'kkesini', 'parah', 'kartu', 'bangkrut']",29/01/2024 15:32,0
Reza Bogel,"['atur', 'jaga', 'pulsa', 'sisa', 'pulsa', 'tidak', 'sedot', 'habis', 'data', 'internet']",20/01/2024 03:59,0
Yusuf Bahtiar,['rekomen'],27/01/2024 11:51,1
joho lagi,"['gin', 'cara', 'merdeka', 'tuh', 'indonesia']",18/01/2024 16:09,1
ady prasetya,"['baru', 'buka', 'aplikasi', 'lancar', 'baru', 'buka', 'aplikasi', 'error', 'suruh', 'cek', 'transaksi', 'wa', 'sial', 'number', 'tidak', 'aplikasi', 'mym3']",19/01/2024 16:21,0
Kina Aja,['pusa'],29/01/2024 09:34,1
Syarif Udin,"['nomor', 'harga', 'paket', 'internet', 'murah', 'kuota']",27/01/2024 16:00,1
Iyus Rusmana,"['jelek', 'banget', 'sinylnya']",17/01/2024 10:28,0
MANSUR,"['aplikasi', 'bagus', 'cek', 'kouta', 'indosat']",21/01/2024 06:51,1
Bugis01 01,['bagus'],28/01/2024 04:41,1
Dewi Purnama,"['aplikasi', 'buka', 'tidak', 'kuota', 'ngg', 'bikin', 'repot']",20/01/2024 08:38,0
Selviani timba,"['mohon', 'proses']",11/01/2024 20:41,1
Budy Gogon,['hebat'],26/01/2024 03:36,0
Kurnia sandi,"['bagus', 'mantaaf']",22/01/2024 09:08,1
Muhammad Abduhmz,"['harga', 'paket', 'mahal']",26/01/2024 10:50,0
Rita,"['si', 'dikit', 'sinyal', 'rewel', 'trsss', 'lemottt', 'apalahhhhh']",26/01/2024 16:29,0
Heri Gunawan,"['jaring', 'jelek', 'busuk', 'hancur', 'parah', 'aplikasi', 'kadang', 'error', 'susah', 'buka', 'komplit', 'indosat']",21/01/2024 13:22,0
Muhamad Arif,"['jaring', 'buruk', 'provider', 'indonesia']",30/01/2024 04:34,0
Sri Wahyuningsih,"['tidak', 'ok']",22/01/2024 02:55,0
Adih Adih,['keren'],21/01/2024 15:18,1
A5aswad Anwar,"['apkny', 'bagus']",29/01/2024 06:20,1
yuda krisnawan,"['banyak', 'troble', 'anjing']",26/01/2024 13:19,1
Ilmi Kurnia,"['jelek', 'kecewa', 'pulsa', 'sedot', 'tidak']",24/01/2024 09:36,0
Dedi Setiawan,"['dikit', 'dikit', 'ganggu', 'bikin', 'males', 'pakai', 'indosat', 'lebih baik', 'pindah', 'operator', 'ganggu', 'gin']",25/01/2024 13:40,0
Mas Hary,"['parah', 'banget', 'pas', 'kerja', 'penuh', 'mutermuter', 'kouta', 'beli', 'telepon', 'tidak']",26/01/2024 13:07,0
Ariez Sulis,"['suka', 'pakai', 'indosat', 'jaring', 'internet', 'cetar', 'hrga', 'paket', 'internet', 'murah', 'dn', 'hotpromo', 'bikin', 'nendang', 'kantong']",20/01/2024 02:06,1
Amanda Putri,"['sesal', 'beli', 'kartu', 'lebih baik', 'pakai', 'smartfren', 'mahal', 'jangannye', 'tidak', 'lelet', 'allah', 'sesal', 'banget', 'anjing', 'beli', 'kartu']",31/01/2024 09:53,0
Nugroho Rekar,"['lumayan', 'desak', 'sayang', 'sinyal', 'bagus']",28/01/2024 10:12,1
Sari Nita,"['pakai', 'im3', 'asik']",13/01/2024 23:53,1
neng rima,"['tarik', 'jugaa']",23/01/2024 05:39,1
Aryo Bimo,"['jaring', 'jelek', 'banget', 'malam']",25/01/2024 12:41,0
Ne Tral,"['pulsa', 'tidak', 'apain', 'tidak', 'pakai', 'habis', 'sedot', 'bilang', 'ada', 'teman']",21/01/2024 02:40,0
setio wibowo rejekianto,['bagua'],26/01/2024 13:26,1
Aleksa boby iskandar,"['mahal', 'mahl', 'paket']",16/01/2024 14:19,0
Musrifah Rifah,['ok'],28/01/2024 19:30,1
Marjo Aksoro,['terima kasih'],18/01/2024 03:21,1
Selfiasyafira Putri,"['beli', 'pulsa', '10rb', 'tidak', 'apain', 'kurang', '7rb', 'stres', 'tidak', 'kaya', 'aplikasi', 'belah', 'aman', 'pulsa']",30/01/2024 07:22,0
Deni Syaputra,['mantap'],20/01/2024 20:48,1
Jatra Pratama,"['jaring', 'buruk']",13/01/2024 15:08,0
Diandra Raditya,"['anjink', 'm3', 'sinyal', 'hilang', 'loseeeee', 'hilang', 'gak', 'pakai', 'kuota', '80gb', 'gak', 'operator', 'paksa', 'jink', 'ganggu', 'kerja']",26/01/2024 13:08,0
Sri Purmayny,"['yes', 'jan', '2024']",27/01/2024 06:50,1
febri rizki,"['troubel', 'januari', '2024', 'troubel', '2x', 'huuuu']",26/01/2024 23:23,0
abizar fathan,"['internet', 'lelet', 'parah', 'lawak', 'parah', 'lawak', 'g']",14/01/2024 05:47,0
TARO Nasional,"['benerin', 'jaring', 'biasa', 'hilang', 'koneksi']",26/01/2024 12:58,0
Fadila Pradana,['laggg'],16/01/2024 10:17,0
Bani Adnan,['ok'],16/01/2024 15:57,1
Beurit Goah,['tuntung'],25/01/2024 08:37,1
Asal Eae,"['jaring', 'm3', 'parah', 'jelek']",21/01/2024 12:15,0
Aris Project,"['jaring', 'lelet', 'banget', 'bar', 'sinyal', 'penuh', 'gilir', 'data', 'hidup', 'lelet', 'ampun']",12/01/2024 13:25,0
Naruto Uzumaki,"['sih', 'sinyal', 'ganggu', 'indosattadi', 'bekas', 'indosat', 'tidak', 'koneksi']",26/01/2024 14:24,0
Pebri821,"['sampah', 'si', 'curi', 'pulsa', 'scamm']",14/01/2024 12:00,0
Titi Arianti,"['mksh', 'myim3', 'poin']",17/01/2024 14:07,1
Luffynot Pop,"['pilih', 'pindah', 'provider', 'sinyal', 'puas']",29/01/2024 13:46,0
Dede Haryanto,['bagus'],21/01/2024 03:34,1
Dewi Nurita,"['tidak', 'suka', 'aplikasi', 'nya', 'sekarangbagus', 'baru']",30/01/2024 12:39,0
Khusus Elite,"['kartu', 'buruk', 'massa', 'lapor', 'wa', 'resmi', 'indosat', 'kena', 'tipu', 'bilang', 'optimal', 'stuck', 'mentang', 'kenal', 'kualitas', 'nya', 'diturunin', 'jam', '1', 'malam', 'lag', 'cuy', 'gak', 'kira', 'kartu', 'hhhpercuma', 'bantu', 'direspon', 'tidak']",11/01/2024 18:14,0
Tohirfaisal Tiing 1982,['mantap'],19/01/2024 13:19,1
Ali Putra,"['indosat', 'error', 'tidak', 'jaring', 'lelet', 'ganggu']",11/01/2024 14:25,0
Bakul Japet,"['hampir', '15', 'pakai', 'indosat', 'mantap', 'its', 'baik']",25/01/2024 05:33,1
Abu Sulaiman,['keren'],21/01/2024 10:16,1
Budi Purwantono,['bagus'],31/01/2024 05:14,1
Mahmud Yunus,"['sayang', 'nya', '10k', 'tidak', 'transfer', 'isat', 'minimal', 'mesti', '5k', 'transfer']",17/01/2024 10:50,1
Fiki Indrawan,"['paket', '38gbexpired', 'tanggal', '10', 'februari', 'tidak', 'dipake', 'gin', 'operator', 'kocakindira', 'dikontek', 'muter', 'woy', 'niat', 'gak', 'sih', 'operator', 'kocak']",26/01/2024 13:15,0
Zulfikar Wijaya,"['cek', 'saldo', 'data', 'gak', 'buka', 'aplikasi', 'ribet']",18/01/2024 12:38,0
Jojor Lina,"['suka', 'banget', 'aplikasi', 'sangt']",24/01/2024 23:54,1
Rusdi Saputra,"['selma', 'pakai', 'indosat', 'tidak']",29/01/2024 10:46,1
Samsudin Sam,['mantul'],12/01/2024 15:54,1
Fatima Zahro,"['turut', 'aplikasi', 'bagus', 'kadang', 'lelet', 'tidak apa apa', 'bagus']",29/01/2024 13:52,1
alibmarija,"['ganggu', 'anehhpadahal', 'paket', 'harga', 'mahalproviderr', 'apaaann', 'sinyalll', 'benerrrinnnn', 'ganggu', 'laiiiii']",29/01/2024 11:52,1
Amry Slamet,['puas'],29/01/2024 12:17,1
Jazi Jaz,['bagus'],21/01/2024 18:36,1
Arman Jaelani,"['jaring', 'lelet', 'loading']",26/01/2024 12:45,0
Muhammad Saifudin,"['pakai', 'im3', 'mahalterimakasih', 'im3']",20/01/2024 10:12,1
Rivaldo Purba,"['kartu', 'anjing']",25/01/2024 17:38,0
Lina Iwan,"['jaring', 'baik', 'hancur', 'tidak', 'jaring', 'sekalim3', 'gmn', 'c', 'payah', 'tidak', 'jaring', 'melulu', 'banyak', 'eroor', 'nya', 'bagus', 'nya']",26/01/2024 14:06,0
Muhammad Riadi,"['lama2', 'tidak', 'paket', 'tiba2', 'hilang', '28', 'gb', 'saran', 'guna', 'kartu', 'm3', 'sinyl', 'hilang', 'timba2', 'pulsa', 'kurang', 'sampek', 'habis', 'kuota', 'data', 'hilang', 'lama2', 'nyusahin', 'guna']",14/01/2024 16:11,0
Sisi New,[],14/01/2024 10:11,1
Rinzaghi Gumilar,"['appbagus', 'banget']",30/01/2024 08:29,1
Rendy Gones,"['kesini', 'parah']",11/01/2024 09:46,0
Suri Yadi,['bagus'],26/01/2024 02:08,1
Amin Ramadhani,['mantap'],25/01/2024 05:30,1
Naka Fuzi,"['aplikasi', 'habsa', 'buka', 'muncul', 'oops', 'this', 'is', 'unexpected']",19/01/2024 10:19,0
Riyan,"['ganggu', 'buka', 'aplikasi']",26/01/2024 14:00,0
Syam Bahrie,"['baik', 'sinyal', 'daerah', 'permata', 'hijaudi', 'sapir', 'mata', 'jelek', 'amt', 'habis', 'hujan', 'sinyal', 'mendem']",29/01/2024 02:52,0
ritje cantik,['kan'],25/01/2024 06:01,0
Ggjkk Bbjkk,"['proses', 'tukar', 'poin', 'error', 'proses', 'beli', 'paket']",21/01/2024 13:39,0
Ka Muhh,"['kesini', 'mahal', 'sinyal', 'tidak', 'stabil']",31/01/2024 07:58,0
Dede Novi,"['indosat', 'ada', 'paket', '12', 'gb', '7', 'ganti', 'sih', 'kuota', 'tambah', '15', 'gb', '5', 'sayang', 'ajah', 'gak', 'pakai', 'hangus', 'duluan', 'pulsa', 'save', 'pulsa', 'hilang', 'ayo', 'indosat', 'bagus']",25/01/2024 06:43,0
Efendi Gea,['puas'],23/01/2024 13:21,1
Toriki Rikito,"['menggunaka', 'kartu', 'im3', 'suda', '24th', 'puas']",21/01/2024 05:48,1
Nur Hasanah,"['im3', 'paket', 'jaring', 'internet', 'tidak', 'sambung', 'hambat', 'kerja']",26/01/2024 13:02,0
Mochi Mong,"['beli', 'paket', '3', 'gb', 'ehh', 'masuk', '24', 'gb', 'doang', 'harga', 'nya', 'mayan', 'mehong', 'belah']",26/01/2024 01:50,0
hu Zien,"['kuota', 'nya', 'mahal', 'semuamending', 'jaring', 'bagusdikit', 'error', 'huhhh', 'tidak']",23/01/2024 12:11,0
Romi Sugandi,['bagus'],10/01/2024 15:49,1
Dias Pratama,['lambat'],27/01/2024 11:13,0
Lucky Kyy,['sipl'],29/01/2024 09:11,1
Enal Dealova,"['bintang', '4', 'sja', 'promo', 'laku', 'pulsa', 'tenggan', 'pas', 'beli', 'muncul', 'normal', 'setia', 'm3']",15/01/2024 06:09,1
faiz Hakim,['bagus'],15/01/2024 10:28,1
Fendi Zakaria,['ok'],25/01/2024 12:28,1
umi mahfirotul,"['uda', 'beli', 'pulsa', 'tidak', 'beli', 'kuota', 'aplikasi', 'proses', 'lanjur', 'pulsa', 'sedot']",26/01/2024 13:12,0
Sabinus B Vidio,"['ribet', 'login', 'kode', 'otp', 'kan', 'guna', 'kartu', 'im3', 'moden', 'copot', 'modem', 'simpan', 'seluler', 'login', 'my', 'im3', 'kode', 'otp']",31/01/2024 14:56,0
iba nezt,['oke'],18/01/2024 13:58,1
garuda,"['sinyal', 'bagus']",22/01/2024 06:10,0
loss gaming,[],30/01/2024 15:17,0
Desi Alfianti,['kerennn'],25/01/2024 12:12,1
Sila Anastasia,"['terima kasih', 'bonus', 'data']",19/01/2024 21:36,1
SATUMAN Elpiji,['mantapppo'],26/01/2024 13:32,1
bugs. Ramadhan,"['mahal', 'harga', 'kuota']",19/01/2024 13:52,0
Ruspandi Pandi,"['tidak', 'indosat', 'ko', 'iya', 'isi', 'paket', 'pakai', 'pulsa', 'tidak', 'masuk', 'masuk', 'gilir', 'data', 'aktifin', 'pulsa', 'nya', 'sedot']",27/01/2024 12:27,0
Alesha Azzahra,"['koneksi', 'internet', 'buruk', 'paket', 'dana', 'mahal']",25/01/2024 06:20,0
CROZ Z GAMING,"['indosat', 'sesat', 'kuota', 'ampas']",26/01/2024 13:18,0
Abd Hanif,"['oouii', 'm3', 'baik', 'jaring', 'iya', 'tolol', 'lelet', 'bego', 'bikin', 'marah', 'baik', 'jaring', 'iya', 'tidak', 'baik', 'moga', 'bakar', 'pusat', 'm3', 'iya', 'iya', 'jugak', 'baik', 'pola']",29/01/2024 16:30,0
Dwi Agus Rianto,"['pusat', 'layan', 'iya', 'nol']",12/01/2024 13:12,0
Meirry Wijaya,"['sinyal', 'nya', 'jelek', 'baik', 'donk']",30/01/2024 07:31,0
Dwi Heriandi,"['paket', 'myim3', 'paket', 'nya', 'boros']",20/01/2024 23:33,0
KAKA Islly,"['kurang', '3', 'bintang', 'aplikasi', 'pakai', 'tidk', 'pakai', 'lagiloadingnya', 'ampun', 'tolng', 'baik']",19/01/2024 19:02,0
173 Suratini,"['myim3', 'bagus', 'layan']",29/01/2024 23:05,1
Lavien Rose,"['jaring', 'ampas', 'kuota', 'mahal', 'suka', 'pulsa', 'konsumen']",14/01/2024 22:07,0
Herry Izonk,['bagus'],22/01/2024 02:19,1
Hansa Lilis,['jsbjeb'],16/01/2024 23:09,1
Muhammad Guntur Satria,"['cocok', 'hapus', 'mahal', 'lelet', 'nya', 'main', 'lebih baik', 'beli', 'telkomsel']",26/01/2024 12:32,0
Aditya Arfa,"['pantesan', 'jual', 'prvider', 'jelek']",26/01/2024 13:45,0
Gada gaming,"['paket', 'mahal', 'jaring', 'sulit', 'ganggu', 'nya']",11/01/2024 11:41,0
Sabangsaning Jin Kudus,"['tenggelam', 'kan', 'butuh', 'internet', 'instan', 'hilang', 'sinyal']",26/01/2024 14:16,0
Dila-chan,"['kacau', 'kuota', 'tidak', 'pakai', 'cek', '65', 'gb', 'tidak', 'pakai', 'aplikasi', 'buka', 'pakai', 'wifi', 'tidak', 'coba', 'ulang', 'sih', 'benar', 'kadaluarsa', 'nya', 'tanggal', '17022024', 'tidak', 'pakai', 'ayolahhh', 'nya', 'baru', 'bagus', 'aplikasi', 'nya', 'baik', 'rusak', 'sedih', 'lihat', 'nya']",26/01/2024 13:35,0
Muslimin Muslimin,['mantap'],27/01/2024 15:06,1
